"StateCode","RatingType","ClassCodeBldg","DisplayValue","DataValue"
"CW","Tentative","5100","Drug, Medicine or Pharmaceutical Preparations Mfg. (including biological products) - Rapid burning","Drug, Medicine or Pharmaceutical Preparations Mfg. (including biological products) - Rapid burning"
"CW","Tentative","5100","Explosives or Fireworks Mfg.","Explosives or Fireworks Mfg."
"CW","Tentative","5100","Fertilizer Mfg. - Rapid burning","Fertilizer Mfg. - Rapid burning"
"CW","Tentative","5100","Firearms Mfg. - Ammunition mfg.","Firearms Mfg. - Ammunition mfg."
"CW","Tentative","5100","Gas Manufacturing - Primarily flammable, explosive or reactive, with or without toxicity","Gas Manufacturing - Primarily flammable, explosive or reactive, with or without toxicity"
"CW","Tentative","5100","Gas Manufacturing - Primarily toxic or presenting a health hazard and NOC","Gas Manufacturing - Primarily toxic or presenting a health hazard and NOC"
"CW","Tentative","5100","Match Mfg.","Match Mfg."
"CW","Tentative","5100","Paint, Varnish, Shellac or Lacquer Mfg.","Paint, Varnish, Shellac or Lacquer Mfg."
"CW","Tentative","5100","Plastic Mfg. - raw material - Rapid burning chemicals","Plastic Mfg. - raw material - Rapid burning chemicals"
"CW","Tentative","5100","Rubber Mfg. - bulk - Rapid burning","Rubber Mfg. - bulk - Rapid burning"
"CW","Tentative","5100","Salt, Borax, Potash or Phosphate - producing or refining - Rapid burning","Salt, Borax, Potash or Phosphate - producing or refining - Rapid burning"
"CW","Tentative","5100","Turpentine or Resin Mfg.","Turpentine or Resin Mfg."
"CW","Tentative","5100","Vegetable Oil Mfg. - by solvent extraction - Rapid burning","Vegetable Oil Mfg. - by solvent extraction - Rapid burning"
"CW","Tentative","5500","Air Conditioning Equipment Mfg. - Plastic parts","Air Conditioning Equipment Mfg. - Plastic parts"
"CW","Tentative","5500","Aircraft or Aircraft Parts Mfg. - Plastic parts","Aircraft or Aircraft Parts Mfg. - Plastic parts"
"CW","Tentative","5500","Alarm Mfg. - Burglar, fire or smoke - Plastic parts","Alarm Mfg. - Burglar, fire or smoke - Plastic parts"
"CW","Tentative","5500","Automobile, Bus and Truck Body Mfg. - Plastic parts","Automobile, Bus and Truck Body Mfg. - Plastic parts"
"CW","Tentative","5500","Automobile, Bus or Truck Parts Mfg. - Plastic parts","Automobile, Bus or Truck Parts Mfg. - Plastic parts"
"CW","Tentative","5500","Bone, Horn and Ivory Products - Mfg.","Bone, Horn and Ivory Products - Mfg."
"CW","Tentative","5500","Bottle and Jar Mfg. - Plastic","Bottle and Jar Mfg. - Plastic"
"CW","Tentative","5500","Communication or Recording Systems or Equipment Mfg. - Plastic parts","Communication or Recording Systems or Equipment Mfg. - Plastic parts"
"CW","Tentative","5500","Drums or Containers Mfg. - Plastic","Drums or Containers Mfg. - Plastic"
"CW","Tentative","5500","Electronic Games Mfg. - Plastic parts","Electronic Games Mfg. - Plastic parts"
"CW","Tentative","5500","Firearms Mfg. - Plastic parts","Firearms Mfg. - Plastic parts"
"CW","Tentative","5500","Insulating Material Mfg. - Plastic","Insulating Material Mfg. - Plastic"
"CW","Tentative","5500","Machinery or Machinery Parts Mfg. - Plastic parts","Machinery or Machinery Parts Mfg. - Plastic parts"
"CW","Tentative","5500","Media Mfg. - Blank","Media Mfg. - Blank"
"CW","Tentative","5500","Media Mfg. - Pre-recorded","Media Mfg. - Pre-recorded"
"CW","Tentative","5500","Medical, Dental, Hospital or Surgical Instruments Mfg. - Plastic parts","Medical, Dental, Hospital or Surgical Instruments Mfg. - Plastic parts"
"CW","Tentative","5500","Medical, Dental or Surgical Diagnostic or Treatment Machines or Devices Mfg. - Plastic parts","Medical, Dental or Surgical Diagnostic or Treatment Machines or Devices Mfg. - Plastic parts"
"CW","Tentative","5500","Musical Products Mfg. - pre-recorded","Musical Products Mfg. - pre-recorded"
"CW","Tentative","5500","Photographic Equipment Mfg. - Plastic parts","Photographic Equipment Mfg. - Plastic parts"
"CW","Tentative","5500","Pipes or Tubes Mfg. - Plastic","Pipes or Tubes Mfg. - Plastic"
"CW","Tentative","5500","Plastic Goods Mfg. - Household","Plastic Goods Mfg. - Household"
"CW","Tentative","5500","Plastic Goods Mfg. - Other than household","Plastic Goods Mfg. - Other than household"
"CW","Tentative","5500","Radio, Television or Sound System Mfg. - Plastic parts","Radio, Television or Sound System Mfg. - Plastic parts"
"CW","Tentative","5500","Sewing Machines Mfg. - Plastic parts","Sewing Machines Mfg. - Plastic parts"
"CW","Tentative","5500","Tool Mfg. - Plastic parts","Tool Mfg. - Plastic parts"
"CW","Tentative","5759","Inner Tubes Mfg.","Inner Tubes Mfg."
"CW","Tentative","5759","Rubber Mfg. and Reclaiming - other than bulk","Rubber Mfg. and Reclaiming - other than bulk"
"CW","Tentative","5759","Rubber Stamp - Manufacturing","Rubber Stamp - Manufacturing"
"CW","Tentative","5759","Sponge Processing","Sponge Processing"
"CW","Tentative","5759","Tire - Mfg.","Tire - Mfg."
"CW","Tentative","6009","Abrasive Wheel Mfg.","Abrasive Wheel Mfg."
"CW","Tentative","6009","Asbestos Goods Mfg.","Asbestos Goods Mfg."
"CW","Tentative","6009","Asphalt or Tar Distilling or Refining, or Asphalt Works - Road mix plants","Asphalt or Tar Distilling or Refining, or Asphalt Works - Road mix plants"
"CW","Tentative","6009","Bottle and Jar Mfg. - Glass","Bottle and Jar Mfg. - Glass"
"CW","Tentative","6009","Brick Mfg.","Brick Mfg."
"CW","Tentative","6009","Cement, Concrete Mix or Plaster Mfg. - packaged or bulk","Cement, Concrete Mix or Plaster Mfg. - packaged or bulk"
"CW","Tentative","6009","Ceramics - With shop work - other than hobby or instructional","Ceramics - With shop work - other than hobby or instructional"
"CW","Tentative","6009","China, Porcelain or Earthenware Mfg.","China, Porcelain or Earthenware Mfg."
"CW","Tentative","6009","Clay Products Mfg.","Clay Products Mfg."
"CW","Tentative","6009","Concrete or Plaster Products Mfg.; Concrete Mixed in Transit","Concrete or Plaster Products Mfg.; Concrete Mixed in Transit"
"CW","Tentative","6009","Diamond Manufacturing - industrial","Diamond Manufacturing - industrial"
"CW","Tentative","6009","Fiberglass Mfg.","Fiberglass Mfg."
"CW","Tentative","6009","Glass Dealers and Glaziers - More than 5 employees engaged in grinding, polishing or glazing","Glass Dealers and Glaziers - More than 5 employees engaged in grinding, polishing or glazing"
"CW","Tentative","6009","Glass or Glassware Mfg.","Glass or Glassware Mfg."
"CW","Tentative","6009","Hone, Oilstone or Whetstone Mfg.","Hone, Oilstone or Whetstone Mfg."
"CW","Tentative","6009","Insulating Material Mfg. - Mineral","Insulating Material Mfg. - Mineral"
"CW","Tentative","6009","Light Bulbs or Tubes Mfg.","Light Bulbs or Tubes Mfg."
"CW","Tentative","6009","Lime Mfg. - Processing or mfg. operations in building","Lime Mfg. - Processing or mfg. operations in building"
"CW","Tentative","6009","Marble Products - Mfg.","Marble Products - Mfg."
"CW","Tentative","6009","Mica Goods Mfg.","Mica Goods Mfg."
"CW","Tentative","6009","Mineral Powder or Mineral Polish Mfg.","Mineral Powder or Mineral Polish Mfg."
"CW","Tentative","6009","Monuments, Tombstones and Statuary - Monument works","Monuments, Tombstones and Statuary - Monument works"
"CW","Tentative","6009","Optical Goods - Distributors and Stores - if over 5 employees engaged in grinding or polishing","Optical Goods - Distributors and Stores - if over 5 employees engaged in grinding or polishing"
"CW","Tentative","6009","Optical Goods - Mfg.","Optical Goods - Mfg."
"CW","Tentative","6009","Ore Milling or Processing - Processing or manufacturing operations in buildings","Ore Milling or Processing - Processing or manufacturing operations in buildings"
"CW","Tentative","6009","Salt, Borax, Potash or Phosphate - mineral product processing","Salt, Borax, Potash or Phosphate - mineral product processing"
"CW","Tentative","6009","Salt Mfg. - Used as food product","Salt Mfg. - Used as food product"
"CW","Tentative","6009","Slate Milling, Slate Splitting or Slate Roofing Mfg.","Slate Milling, Slate Splitting or Slate Roofing Mfg."
"CW","Tentative","6009","Stone Crushing, Cutting or Polishing","Stone Crushing, Cutting or Polishing"
"CW","Tentative","6210","Clay or Shale Digging","Clay or Shale Digging"
"CW","Tentative","6210","Dredging - Gold","Dredging - Gold"
"CW","Tentative","6210","Dredging - Other than gold","Dredging - Other than gold"
"CW","Tentative","6210","Drilling","Drilling"
"CW","Tentative","6210","Lime Mfg. - Mining","Lime Mfg. - Mining"
"CW","Tentative","6210","Mining - Other","Mining - Other"
"CW","Tentative","6210","Oil or Gas Wells","Oil or Gas Wells"
"CW","Tentative","6210","Ore Mining","Ore Mining"
"CW","Tentative","6210","Quarries - Other than coal","Quarries - Other than coal"
"CW","Tentative","6210","Salt, Borax, Potash or Phosphate Mining","Salt, Borax, Potash or Phosphate Mining"
"CW","Tentative","6210","Slate Quarrying","Slate Quarrying"
"CW","Tentative","6210","Stone Quarrying","Stone Quarrying"
"CW","Tentative","6250","Mining - Coal","Mining - Coal"
"CW","Tentative","6250","Quarries - Coal","Quarries - Coal"
"CW","Tentative","6810","Air Conditioning Equipment Mfg. - Heavy metal parts","Air Conditioning Equipment Mfg. - Heavy metal parts"
"CW","Tentative","6810","Aircraft or Aircraft Parts Mfg. - Heavy metal parts","Aircraft or Aircraft Parts Mfg. - Heavy metal parts"
"CW","Tentative","6810","Automobile, Bus and Truck Body Mfg. - Heavy metal products","Automobile, Bus and Truck Body Mfg. - Heavy metal products"
"CW","Tentative","6810","Automobile, Bus or Truck Parts Mfg. - Heavy metal products","Automobile, Bus or Truck Parts Mfg. - Heavy metal products"
"CW","Tentative","6810","Communication or Recording Systems or Equipment Mfg. - Heavy metal","Communication or Recording Systems or Equipment Mfg. - Heavy metal"
"CW","Tentative","6810","Die Casting Mfg.","Die Casting Mfg."
"CW","Tentative","6810","Electrical Generating Machinery Mfg.","Electrical Generating Machinery Mfg."
"CW","Tentative","6810","Electronic Games Mfg. - Heavy metal parts","Electronic Games Mfg. - Heavy metal parts"
"CW","Tentative","6810","Elevator Mfg.","Elevator Mfg."
"CW","Tentative","6810","Engine or Turbine Mfg. - not aircraft","Engine or Turbine Mfg. - not aircraft"
"CW","Tentative","6810","Forging Work","Forging Work"
"CW","Tentative","6810","Foundries","Foundries"
"CW","Tentative","6810","Heating Equipment Mfg. - Heavy metal working","Heating Equipment Mfg. - Heavy metal working"
"CW","Tentative","6810","Machinery or Machinery Parts Mfg. - Heavy metalworking","Machinery or Machinery Parts Mfg. - Heavy metalworking"
"CW","Tentative","6810","Metal Goods Mfg. - Heavy metalworking","Metal Goods Mfg. - Heavy metalworking"
"CW","Tentative","6810","Metals - extraction or refining - Of refining of nonferrous metals - blast furnace or other pyrometallurgical processes","Metals - extraction or refining - Of refining of nonferrous metals - blast furnace or other pyrometallurgical processes"
"CW","Tentative","6810","Metals - extraction or refining - Other","Metals - extraction or refining - Other"
"CW","Tentative","6810","Metal Works - shop - Heavy metalworking","Metal Works - shop - Heavy metalworking"
"CW","Tentative","6810","Radio, Television or Sound System Mfg. - Metal parts, heavy","Radio, Television or Sound System Mfg. - Metal parts, heavy"
"CW","Tentative","6810","Railroad Engine Mfg.","Railroad Engine Mfg."
"CW","Tentative","6810","Railroad or Other Public Conveyance Cars or Car Parts Mfg. - heavy metal","Railroad or Other Public Conveyance Cars or Car Parts Mfg. - heavy metal"
"CW","Tentative","6810","Rolling Mills - cold or hot process","Rolling Mills - cold or hot process"
"CW","Tentative","6810","Safes or Safe Vaults Mfg.","Safes or Safe Vaults Mfg."
"CW","Tentative","6810","Tank Building or Mfg. - metal - Pressurized","Tank Building or Mfg. - metal - Pressurized"
"CW","Tentative","6810","Truck Mfg. or Assembling","Truck Mfg. or Assembling"
"CW","Tentative","6850","Aerosol Container Mfg. - Metal","Aerosol Container Mfg. - Metal"
"CW","Tentative","6850","Air Conditioning Equipment Mfg. - Metal parts other than heavy metal","Air Conditioning Equipment Mfg. - Metal parts other than heavy metal"
"CW","Tentative","6850","Aircraft or Aircraft Parts Mfg. - Metal parts other than heavy metal","Aircraft or Aircraft Parts Mfg. - Metal parts other than heavy metal"
"CW","Tentative","6850","Alarm Mfg. - Burglar, fire or smoke - Metal parts other than precision parts","Alarm Mfg. - Burglar, fire or smoke - Metal parts other than precision parts"
"CW","Tentative","6850","Automobile, Bus and Truck Body Mfg. - Metal products other than heavy metal","Automobile, Bus and Truck Body Mfg. - Metal products other than heavy metal"
"CW","Tentative","6850","Automobile, Bus or Truck Parts Mfg. - Metal products other than heavy metal","Automobile, Bus or Truck Parts Mfg. - Metal products other than heavy metal"
"CW","Tentative","6850","Bicycle Mfg. - not motorized","Bicycle Mfg. - not motorized"
