"StateCode","CauseOfLossBusnIncome","TypeOfRisk","EQCovIndicatorBusnIncome","AgreedValueBusnIncome","ExtendedPeriodApplies","DisplayValue","DataValue"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Broad","Educational Institutions","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Broad","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Broad","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Broad","Mining","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Broad","Mining","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Broad","Mining","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Broad","Mining","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Broad","Mining","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Broad","Mining","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Broad","Mining","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Broad","Mining","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Mining","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Broad","Mining","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Broad","Mining","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Broad","Mining","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Broad","Mining","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Broad","Mining","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Broad","Mining","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Broad","Not Applicable","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Broad","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Broad","Seasonal Leases with Monthly Limit","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Broad","Seasonal Leases with Monthly Limit","Yes, Not Included in Blanket","Not Applicable","Yes","100%","100%"
"CW","Broad","Seasonal Leases with Monthly Limit","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Special","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Special","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Special","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Special","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Special","Educational Institutions","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Special","Educational Institutions","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Special","Educational Institutions","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Special","Educational Institutions","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Special","Educational Institutions","Yes, Not Included in Blanket","No","Yes","90%","90%"
